row_id,booking,arrival,resolved,lead_time,arrival_month,stays_in_weekend_nights,stays_in_week_nights,hotel,meal,market_segment,distribution_channel,reserved_room_type,customer_type,target
77863,2015-09-09,2015-09-26,2015-09-29,17,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77864,2015-09-09,2015-09-27,2015-09-29,18,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77866,2015-09-09,2015-09-26,2015-09-29,17,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77867,2015-09-09,2015-09-26,2015-09-29,17,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77868,2015-09-09,2015-09-25,2015-09-29,16,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77869,2015-09-09,2015-09-28,2015-09-29,19,9,1,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77878,2015-09-09,2015-09-25,2015-09-29,16,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77880,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77881,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77882,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77883,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77884,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77885,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77886,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77888,2015-09-09,2015-09-27,2015-09-30,18,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77890,2015-09-09,2015-09-27,2015-09-30,18,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77891,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77892,2015-09-09,2015-09-27,2015-09-30,18,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77896,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77899,2015-09-09,2015-09-28,2015-09-30,19,9,1,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77900,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77901,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77905,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77908,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77911,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77912,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77917,2015-09-09,2015-09-28,2015-09-30,19,9,1,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77919,2015-09-09,2015-09-28,2015-09-30,19,9,1,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77925,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77929,2015-09-09,2015-09-27,2015-09-30,18,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77934,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77935,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77937,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77938,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77940,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77943,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77945,2015-09-09,2015-09-27,2015-09-30,18,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77947,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77948,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77949,2015-09-09,2015-09-28,2015-09-30,19,9,1,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77950,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77952,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77955,2015-09-09,2015-09-27,2015-09-30,18,9,2,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77957,2015-09-09,2015-09-28,2015-09-30,19,9,1,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77958,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77960,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77961,2015-09-09,2015-09-26,2015-09-30,17,9,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77963,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77965,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77967,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77970,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77971,2015-09-09,2015-09-24,2015-09-30,15,9,2,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77973,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,G,Transient-Party,0
77975,2015-09-09,2015-09-28,2015-09-30,19,9,1,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77976,2015-09-09,2015-09-25,2015-09-30,16,9,2,3,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
78010,2015-09-09,2015-09-25,2015-10-01,16,9,2,4,City Hotel,BB,Groups,TA/TO,A,Transient,0
78155,2015-09-09,2015-10-02,2015-10-05,23,10,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
1705,2015-09-10,2015-09-10,2015-09-11,0,9,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1730,2015-09-10,2015-09-11,2015-09-13,1,9,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1734,2015-09-10,2015-09-11,2015-09-14,1,9,1,2,Resort Hotel,BB,Online TA,TA/TO,H,Group,0
1735,2015-09-10,2015-09-11,2015-09-14,1,9,1,2,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
1754,2015-09-10,2015-09-12,2015-09-19,2,9,2,5,Resort Hotel,BB,Direct,Direct,E,Transient,0
1793,2015-09-10,2015-09-15,2015-09-16,5,9,0,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
1814,2015-09-10,2015-09-16,2015-09-18,6,9,0,2,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
2526,2015-09-10,2015-10-20,2015-10-27,40,10,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,D,Contract,0
2830,2015-09-10,2015-10-31,2015-09-21,51,10,2,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
16781,2015-09-10,2015-09-11,2015-09-12,1,9,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
16813,2015-09-10,2015-09-11,2015-09-14,1,9,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
16918,2015-09-10,2015-09-16,2015-09-17,6,9,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
16943,2015-09-10,2015-09-16,2015-09-18,6,9,0,2,Resort Hotel,BB,Direct,Direct,F,Transient,0
16955,2015-09-10,2015-09-14,2015-09-19,4,9,1,4,Resort Hotel,BB,Offline TA/TO,TA/TO,C,Transient,0
17349,2015-09-10,2015-10-05,2015-10-07,25,10,1,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
17350,2015-09-10,2015-10-07,2015-10-16,27,10,2,7,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Group,0
17935,2015-09-10,2015-10-20,2015-10-28,40,10,2,6,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
42781,2015-09-10,2015-09-10,2015-09-11,0,9,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
77179,2015-09-10,2015-09-10,2015-09-10,0,9,0,1,City Hotel,BB,Corporate,Direct,A,Group,1
77180,2015-09-10,2015-09-10,2015-09-11,0,9,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
77181,2015-09-10,2015-09-10,2015-09-11,0,9,0,1,City Hotel,BB,Direct,Direct,D,Transient,0
77184,2015-09-10,2015-09-10,2015-09-11,0,9,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
77189,2015-09-10,2015-09-10,2015-09-12,0,9,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
77196,2015-09-10,2015-09-11,2015-09-13,1,9,0,2,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
77199,2015-09-10,2015-09-13,2015-09-14,3,9,1,0,City Hotel,BB,Online TA,TA/TO,A,Contract,0
77203,2015-09-10,2015-10-08,2015-09-14,28,10,0,2,City Hotel,BB,Online TA,TA/TO,A,Contract,1
77218,2015-09-10,2015-09-12,2015-09-15,2,9,2,1,City Hotel,BB,Online TA,TA/TO,A,Contract,0
77225,2015-09-10,2015-09-14,2015-09-15,4,9,1,0,City Hotel,BB,Online TA,TA/TO,A,Contract,0
77272,2015-09-10,2015-09-11,2015-09-16,1,9,2,3,City Hotel,BB,Online TA,TA/TO,A,Contract,0
77281,2015-09-10,2015-10-23,2015-09-16,43,10,2,3,City Hotel,BB,Online TA,TA/TO,A,Contract,1
77318,2015-09-10,2015-09-14,2015-09-17,4,9,1,2,City Hotel,BB,Offline TA/TO,TA/TO,F,Transient,0
77565,2015-09-10,2015-10-11,2015-09-23,31,10,2,1,City Hotel,BB,Online TA,TA/TO,A,Contract,1
77665,2015-09-10,2015-09-22,2015-09-24,12,9,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
77703,2015-09-10,2015-10-23,2015-09-24,43,10,0,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,1
77756,2015-09-10,2015-09-22,2015-09-26,12,9,0,4,City Hotel,SC,Online TA,TA/TO,A,Contract,0
77898,2015-09-10,2015-09-26,2015-09-30,16,9,2,2,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78387,2015-09-10,2015-10-06,2015-10-09,26,10,0,3,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78456,2015-09-10,2015-10-04,2015-10-10,24,10,2,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
78682,2015-09-10,2015-10-12,2015-10-15,32,10,1,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
78685,2015-09-10,2015-10-11,2015-10-15,31,10,2,2,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78686,2015-09-10,2015-10-11,2015-10-15,31,10,2,2,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78769,2015-09-10,2015-10-14,2015-10-16,34,10,0,2,City Hotel,HB,Online TA,TA/TO,A,Transient,0
78924,2015-09-10,2015-10-16,2015-10-19,36,10,1,2,City Hotel,BB,Offline TA/TO,TA/TO,D,Contract,0
79305,2015-09-10,2015-10-23,2015-10-24,43,10,0,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
79306,2015-09-10,2015-10-23,2015-10-24,43,10,0,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
1724,2015-09-11,2015-09-11,2015-09-12,0,9,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
1726,2015-09-11,2015-09-11,2015-09-12,0,9,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
1766,2015-09-11,2015-09-13,2015-09-18,2,9,2,3,Resort Hotel,BB,Direct,Direct,C,Transient,0
1808,2015-09-11,2015-09-16,2015-09-17,5,9,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1834,2015-09-11,2015-09-17,2015-09-18,6,9,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
1858,2015-09-11,2015-09-18,2015-09-20,7,9,0,2,Resort Hotel,BB,Direct,Direct,F,Transient,0
1859,2015-09-11,2015-09-18,2015-09-20,7,9,0,2,Resort Hotel,BB,Direct,Direct,F,Transient,0
2061,2015-09-11,2015-09-30,2015-10-01,19,9,0,1,Resort Hotel,BB,Direct,Direct,F,Transient,0
2462,2015-09-11,2015-10-18,2015-09-23,37,10,2,3,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
2463,2015-09-11,2015-10-18,2015-09-23,37,10,2,3,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
2542,2015-09-11,2015-10-21,2015-10-24,40,10,0,3,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
14279,2015-09-11,2015-09-15,2015-09-19,4,9,0,4,Resort Hotel,BB,Direct,Direct,A,Transient,0
14884,2015-09-11,2015-10-04,2015-10-06,23,10,2,0,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
16825,2015-09-11,2015-09-11,2015-09-14,0,9,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
17953,2015-09-11,2015-10-24,2015-10-28,43,10,2,2,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
42872,2015-09-11,2015-09-11,2015-09-13,0,9,0,2,City Hotel,BB,Groups,Corporate,A,Transient,0
42883,2015-09-11,2015-09-11,2015-09-13,0,9,0,2,City Hotel,BB,Groups,Corporate,A,Transient,0
42940,2015-09-11,2015-09-11,2015-09-12,0,9,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
42965,2015-09-11,2015-09-11,2015-09-13,0,9,0,2,City Hotel,BB,Groups,Corporate,A,Transient,0
45551,2015-09-11,2015-11-06,2015-11-09,56,11,1,2,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
45556,2015-09-11,2015-11-06,2015-11-09,56,11,1,2,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
77186,2015-09-11,2015-11-06,2015-09-12,56,11,1,2,City Hotel,BB,Online TA,TA/TO,A,Contract,1
77188,2015-09-11,2015-10-15,2015-09-12,34,10,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
77190,2015-09-11,2015-10-18,2015-09-12,37,10,2,3,City Hotel,BB,Online TA,TA/TO,A,Contract,1
77195,2015-09-11,2015-09-11,2015-09-13,0,9,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
77197,2015-09-11,2015-09-11,2015-09-13,0,9,0,2,City Hotel,BB,Direct,Direct,E,Transient,0
77216,2015-09-11,2015-09-14,2015-09-15,3,9,1,0,City Hotel,BB,Online TA,TA/TO,A,Contract,0
77240,2015-09-11,2015-09-21,2015-09-15,10,9,3,6,City Hotel,BB,Online TA,TA/TO,A,Transient,1
77275,2015-09-11,2015-10-18,2015-09-16,37,10,2,2,City Hotel,BB,Online TA,TA/TO,A,Contract,1
77306,2015-09-11,2015-09-15,2015-09-17,4,9,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
77308,2015-09-11,2015-09-15,2015-09-17,4,9,0,2,City Hotel,BB,Corporate,Corporate,A,Transient,0
77315,2015-09-11,2015-09-15,2015-09-17,4,9,0,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
77472,2015-09-11,2015-09-14,2015-09-21,3,9,2,5,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
77478,2015-09-11,2015-09-13,2015-09-21,2,9,3,5,City Hotel,BB,Online TA,TA/TO,D,Transient,0
77488,2015-09-11,2015-09-21,2015-09-21,10,9,1,2,City Hotel,SC,Online TA,TA/TO,A,Transient,1
77526,2015-09-11,2015-09-19,2015-09-22,8,9,2,1,City Hotel,BB,Direct,Direct,A,Transient,0
77622,2015-09-11,2015-09-22,2015-09-24,11,9,0,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77623,2015-09-11,2015-09-22,2015-09-24,11,9,0,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77628,2015-09-11,2015-09-22,2015-09-24,11,9,0,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77631,2015-09-11,2015-09-22,2015-09-24,11,9,0,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77632,2015-09-11,2015-09-22,2015-09-24,11,9,0,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77641,2015-09-11,2015-09-22,2015-09-24,11,9,0,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
77736,2015-09-11,2015-09-19,2015-09-25,8,9,2,4,City Hotel,BB,Direct,Direct,A,Transient,0
77745,2015-09-11,2015-09-20,2015-09-25,9,9,2,3,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
77821,2015-09-11,2015-09-20,2015-09-29,9,9,4,5,City Hotel,SC,Online TA,TA/TO,A,Contract,0
78099,2015-09-11,2015-09-30,2015-10-04,19,9,0,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
78143,2015-09-11,2015-10-30,2015-10-05,49,10,0,2,City Hotel,BB,Online TA,TA/TO,A,Contract,1
78352,2015-09-11,2015-10-04,2015-10-08,23,10,2,2,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78451,2015-09-11,2015-10-06,2015-10-10,25,10,0,4,City Hotel,BB,Online TA,TA/TO,F,Contract,0
78452,2015-09-11,2015-10-07,2015-10-10,26,10,0,3,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78467,2015-09-11,2015-10-06,2015-10-10,25,10,0,4,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78618,2015-09-11,2015-10-19,2015-10-13,38,10,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
78861,2015-09-11,2015-10-15,2015-10-18,34,10,0,3,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78869,2015-09-11,2015-10-16,2015-10-18,35,10,0,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
78874,2015-09-11,2015-10-17,2015-10-18,36,10,0,1,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78894,2015-09-11,2015-10-15,2015-10-19,34,10,1,3,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78916,2015-09-11,2015-10-16,2015-10-19,35,10,1,2,City Hotel,BB,Online TA,TA/TO,A,Contract,0
78998,2015-09-11,2015-10-15,2015-10-20,34,10,2,3,City Hotel,SC,Online TA,TA/TO,B,Contract,0
79330,2015-09-11,2015-10-21,2015-10-25,40,10,0,4,City Hotel,HB,Online TA,TA/TO,A,Transient,0
79367,2015-09-11,2015-10-21,2015-10-26,40,10,1,4,City Hotel,SC,Online TA,TA/TO,F,Contract,0
79380,2015-09-11,2015-10-25,2015-10-27,44,10,2,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
79472,2015-09-11,2015-10-24,2015-10-28,43,10,2,2,City Hotel,BB,Direct,Direct,E,Transient,0
79484,2015-09-11,2015-10-24,2015-10-28,43,10,2,2,City Hotel,BB,Direct,Direct,E,Transient,0
80020,2015-09-11,2015-11-06,2015-11-10,56,11,2,2,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
1750,2015-09-12,2015-09-12,2015-09-19,0,9,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
2091,2015-09-12,2015-10-01,2015-10-04,19,10,0,3,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
2121,2015-09-12,2015-10-02,2015-10-09,20,10,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
2124,2015-09-12,2015-10-02,2015-10-09,20,10,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
2154,2015-09-12,2015-10-03,2015-09-18,21,10,2,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
2432,2015-09-12,2015-10-14,2015-10-15,32,10,0,1,Resort Hotel,HB,Direct,Direct,E,Transient,0
3008,2015-09-12,2015-11-11,2015-11-15,60,11,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
3014,2015-09-12,2015-11-11,2015-11-15,60,11,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
3029,2015-09-12,2015-11-11,2015-11-15,60,11,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
16986,2015-09-12,2015-09-19,2015-09-20,7,9,0,1,Resort Hotel,BB,Online TA,TA/TO,H,Transient,0
17850,2015-09-12,2015-10-18,2015-10-23,36,10,2,3,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
77198,2015-09-12,2015-09-13,2015-09-14,1,9,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
77200,2015-09-12,2015-09-16,2015-09-14,4,9,0,4,City Hotel,BB,Online TA,TA/TO,F,Transient,1
77204,2015-09-12,2015-09-12,2015-09-14,0,9,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
77207,2015-09-12,2015-09-17,2015-09-14,5,9,1,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
77208,2015-09-12,2015-09-17,2015-09-14,5,9,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
77210,2015-09-12,2015-09-17,2015-09-14,5,9,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,1
77211,2015-09-12,2015-09-17,2015-09-14,5,9,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
77238,2015-09-12,2015-09-18,2015-09-15,6,9,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
77273,2015-09-12,2015-09-12,2015-09-16,0,9,2,2,City Hotel,BB,Direct,Direct,A,Group,0
77278,2015-09-12,2015-10-31,2015-09-16,49,10,2,5,City Hotel,BB,Online TA,TA/TO,D,Transient,1
77285,2015-09-12,2015-10-17,2015-09-16,35,10,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
77290,2015-09-12,2015-09-16,2015-09-16,4,9,0,3,City Hotel,BB,Direct,Direct,D,Transient,1
77320,2015-09-12,2015-09-14,2015-09-17,2,9,1,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
77433,2015-09-12,2015-09-14,2015-09-18,2,9,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
77474,2015-09-12,2015-09-19,2015-09-21,7,9,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
77512,2015-09-12,2015-09-15,2015-09-22,3,9,2,5,City Hotel,BB,Online TA,TA/TO,F,Transient,0
77529,2015-09-12,2015-09-19,2015-09-22,7,9,2,1,City Hotel,BB,Direct,Direct,A,Group,0
77572,2015-09-12,2015-09-19,2015-09-23,7,9,2,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
77576,2015-09-12,2015-09-20,2015-09-23,8,9,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
77599,2015-09-12,2015-09-20,2015-09-23,8,9,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
77601,2015-09-12,2015-09-21,2015-09-23,9,9,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Group,0
77604,2015-09-12,2015-09-19,2015-09-23,7,9,2,2,City Hotel,BB,Direct,Direct,A,Group,0
77609,2015-09-12,2015-09-19,2015-09-23,7,9,2,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
77621,2015-09-12,2015-09-22,2015-09-24,10,9,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
77702,2015-09-12,2015-09-22,2015-09-24,10,9,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
77755,2015-09-12,2015-09-23,2015-09-26,11,9,0,3,City Hotel,BB,Direct,Direct,A,Transient,0
77761,2015-09-12,2015-09-23,2015-09-26,11,9,0,3,City Hotel,BB,Direct,Direct,A,Transient,0
77812,2015-09-12,2015-09-24,2015-09-28,12,9,1,3,City Hotel,SC,Online TA,TA/TO,A,Transient,0
77825,2015-09-12,2015-09-26,2015-09-29,14,9,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
78036,2015-09-12,2015-10-01,2015-10-01,19,10,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
78151,2015-09-12,2015-10-01,2015-10-05,19,10,1,3,City Hotel,BB,Online TA,TA/TO,D,Transient,0
78356,2015-09-12,2015-10-05,2015-10-08,23,10,1,2,City Hotel,HB,Direct,Direct,A,Group,0
78722,2015-09-12,2015-10-11,2015-10-15,29,10,2,2,City Hotel,BB,Online TA,TA/TO,A,Group,0
78771,2015-09-12,2015-10-12,2015-10-16,30,10,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
78866,2015-09-12,2015-10-14,2015-10-18,32,10,0,4,City Hotel,BB,Online TA,TA/TO,A,Transient,0
78878,2015-09-12,2015-10-16,2015-10-18,34,10,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
78879,2015-09-12,2015-10-16,2015-10-18,34,10,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
78915,2015-09-12,2015-10-23,2015-10-19,41,10,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
78918,2015-09-12,2015-10-17,2015-10-19,35,10,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
78930,2015-09-12,2015-10-17,2015-10-19,35,10,1,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
78933,2015-09-12,2015-10-17,2015-10-19,35,10,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
79044,2015-09-12,2015-10-20,2015-10-21,38,10,0,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
79093,2015-09-12,2015-10-18,2015-10-22,36,10,2,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
79182,2015-09-12,2015-10-19,2015-10-23,37,10,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
79323,2015-09-12,2015-10-20,2015-10-25,38,10,0,5,City Hotel,BB,Online TA,TA/TO,A,Transient,0
79400,2015-09-12,2015-10-23,2015-10-27,41,10,2,2,City Hotel,BB,Online TA,TA/TO,D,Group,0
1757,2015-09-13,2015-09-13,2015-09-14,0,9,1,0,Resort Hotel,BB,Direct,Direct,A,Transient,0
77201,2015-09-13,2015-09-13,2015-09-14,0,9,1,0,City Hotel,BB,Direct,Direct,A,Transient,0
77202,2015-09-13,2015-09-13,2015-09-14,0,9,1,0,City Hotel,BB,Online TA,TA/TO,A,Contract,0
77217,2015-09-13,2015-09-14,2015-09-15,1,9,1,0,City Hotel,BB,Direct,Direct,D,Transient,0
77307,2015-09-13,2015-09-14,2015-09-17,1,9,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
